stop_name,stop_id,stop_desc,stop_lat,stop_lon
Experimental School - Bahteem,paused.household.shuttling,,30.141401,31.275148
Experimental School - Bahteem,risen.models.durations,Experimental School Bahteem 'eastbound',30.141304,31.27523
Ezbet Al Baydaa Steps - Ring Road,bumping.friend.towels,Ezzbet Al Bayda steps 'Westbound',30.163185,31.32703
Ezbet Al Baydaa Steps - Ring Road,operating.screaming.eggplants,Ezzbet Al Bayda steps 'Eastbound',30.162958,31.327883
Ezbet Al Mofti Steps - Ring Road,daytime.jumpy.gossiping,,30.0884,31.195387
Ezbet Al Mofti Steps - Ring Road,radiated.fire.huddling,,30.088337,31.195547
Ezbet Al Nakhl,abruptly.warm.strikers,,30.138672,31.326351
Ezbet Al Nakhl,leader.swerves.putts,,30.139065,31.32537
Ezbet Al Nakhl,loitering.movies.situation,,30.138702,31.326279
Ezbet Anwar Steps - Ring Road,handy.milder.ballooned,,30.150188,31.265081
Ezbet Anwar Steps - Ring Road,tiptoes.paddlers.orange,,30.15035,31.265003
Ezbet Kheirallah Steps 1 - Ring Road,press.lifeboats.cooks,Ezzbet Khayr Allah 'Eastbound',29.992666,31.243715
Ezbet Kheirallah Steps 1 - Ring Road,sprinkler.tablets.plotting,Ezzbet Khayr Allah Westbound',29.992844,31.243715
Ezbet Kheirallah Steps 2 - Ring Road,clash.assembles.cubs,,29.991568,31.251917
Ezbet Kheirallah Steps 2 - Ring Road,picnic.refills.status,,29.99172,31.251968
Ezbet Kheirallah Steps 3 - Ring Road,catchers.losses.school,Ezzbet Khayr Allah steps 'Westbound',29.990322,31.257889
Ezbet Kheirallah Steps 3 - Ring Road,youthful.chess.bound,Ezzbet Khayr Allah steps 'Eastbound',29.989767,31.260696
Faculty of Agriculture - Ain Shams University,corkscrew.guards.curls,Faculty Of Agriculture - Ain Shams University 'Northbound',30.111708,31.248245
Faculty of Agriculture - Ain Shams University,cries.heat.sweetly,Faculty Of Agriculture - Ain Shams University 'Southbound',30.112217,31.248306
Faculty of Agriculture - Ain Shams University,delays.feels.snowy,,30.111639,31.247992
Faculty of Agriculture - Cairo University,lure.holdings.spectacle,,30.019436,31.211624
Faculty of Agriculture - Cairo University,officials.tadpole.cheer,,30.019444,31.211748
Faculty of Agriculture Ain Shams Bus Station,moon.geologist.nozzles,,30.114862,31.249302
Faculty of Agriculture Ain Shams Bus Station,restless.wink.threading,,30.115358,31.250252
Faculty of Agriculture Ain Shams Bus Station,self.talker.sensibly,,30.115234,31.250093
Faculty of Engineering - Azhar University,overdone.promotes.lorry,,30.064007,31.286402
Faculty of Engineering - Azhar University,punks.parading.slips,,30.064156,31.286692
Faculty of Engineering - Cairo University,slurping.messed.assorted,,30.024944,31.210882
Faculty of Engineering - Cairo University,trade.easels.messy,,30.02497,31.211037
Faculty of Medicine - Ain Shams University,removes.furnish.jolt,,30.077158,31.281176
Faisal Bank - Othman Bin Affan St,interests.ridiculed.many,,30.09936,31.34113
Faisal Bank - Othman Bin Affan St,mailer.squabbles.clay,,30.099226,31.341227
Faisal Exit - Saft El Laban Axis,zone.directors.charging,,30.027088,31.200535
Faisal Islamic Bank - Tahrir St,modifies.votes.eyelash,,30.039612,31.217943
Faisal Islamic Bank - Tahrir St,twig.brimmed.growth,,30.03976,31.21816
Faisal Metro Station,custodian.heads.vitamins,,30.016756,31.204502
Faisal Microbus Station,stow.responded.belt,,29.99369,31.14715
Faisal Street - Al Marioteya Road,camper.painting.sleepers,,29.993595,31.147207
Faisal Street - Al Marioteya Road,landlords.furnish.blunders,,29.99388,31.147522
Faisal Tawabek,nips.clenching.against,,29.998194,31.159483
Faisal Tawabek,paraded.tempting.dentistry,,29.998377,31.159418
Falcon School - Al Shorouq,oxidation.observe.bedroom,,30.135359,31.663897
Falcon School - Al Shorouq,voltage.eyelashes.tinkle,,30.135773,31.663792
Farhety Hall - Port Said St,disgraced.rare.setting,,30.078896,31.26989
Farhety Hall - Port Said St,feared.waggled.turns,,30.078915,31.270004
Farouq Square,drooling.dunk.browsers,,29.957415,31.255957
Farouq's Corner Musuem - Helwan,boggles.intervene.amps,,29.84686,31.295645
Fayda Kamel,throwaway.page.suggested,,29.976025,31.258179
Fayda Kamel,typical.bloom.crowbar,,29.976044,31.258282
Ferdous - Rod Al Farag,sweetened.wardrobe.explains,,30.078747,31.235851
Fiat Service Center - Obour,passenger.generals.pokers,,30.179096,31.471952
Fiat Service Center - Obour,pinch.scooped.pegs,,30.179071,31.472136
Filfil Mosque (Bashtil),emulating.leafing.endearing,,30.082487,31.193096
Filfil Mosque (Bashtil),spirit.circus.mindset,,30.08259,31.193047
Fom Al Khalig,applause.painting.cuddling,,30.023077,31.230179
Fom Al Khalig,treaties.saturate.chips,,30.022871,31.2309
Fom Al Khalig Police Station,splendid.shadowed.originate,,30.024158,31.232475
Free Zone - Nasr City,stove.moon.vessel,Free Zone Westbound,30.035183,31.347153
Free Zone - Nasr City,workflow.much.mixed,Free Zone Eastbound,30.035078,31.347145
Fustat Market,muffin.rankings.saddens,,30.009237,31.23143
Fustat Market,weeks.reporting.politics,,30.009287,31.231325
Future School - Nasr City,prune.stow.mugs,,30.045734,31.347544
Future School - Nasr City,remarried.famous.fewest,,30.045538,31.347553
Future University in Egypt (FUE),fussed.scorching.trucks,FUE Westbound,30.025515,31.491087
Future University in Egypt (FUE),many.hillsides.hack,,30.025234,31.490547
Galaa Bridge End - Dokki,childcare.various.discusses,,30.04019,31.220049
Galaa Bridge End - Dokki,dream.prank.suggested,,30.040054,31.220165
Galal Motors - Basateen,gossiping.debt.just,,29.989876,31.271252
Galal Motors - Basateen,solicitor.alternate.condense,,29.989971,31.271044
Galleria 40,idealist.pushing.fools,,30.01535,31.00181
Gamaa Street - Obour,acclaimed.cigar.tonic,,30.2109,31.457462
Gamal Abd Al Nasser Metro Station,flux.eagles.additives,,30.053526,31.23882
Gamal Abd Al Nasser Metro Station,long.helpfully.output,,30.053915,31.23769
Gamal Abd Al Nasser Square - 5th Settlement,novel.zapped.scorching,,29.991102,31.431713
Gamal Abd Al Nasser Square - 5th Settlement,survive.sharpness.dining,,29.99037,31.430653
Gamal Abd Al Nasser Steps - Ring Road,promises.spillage.placed,,30.072231,31.175898
Gamal Abd Al Nasser Steps - Ring Road,slings.raven.flood,,30.072258,31.175756
Garage Imbaba - Madinat Al Talibat,frosted.remains.untruth,,30.07137,31.200375
Garage Imbaba - Madinat Al Talibat,octagon.overlook.disposing,,30.071438,31.20031
Gas - 5th Settlement,gilding.undertook.plunge,,30.01481,31.416227
Gas Tech Gas Station - Faisal St,indulgent.bunk.dated,,29.998543,31.15986
Gas Tech Gas Station - Faisal St,seeing.loving.blocks,,29.998363,31.159966
Gawad Hosny St - Anwar Al Sadat St,suits.unloads.ranted,,29.814964,31.380407
General Administration for Zenin Filteration,blocking.inflating.vitals,,30.030533,31.183414
General Administration for Zenin Filteration,thousands.anyway.tipping,,30.030441,31.18342
Genuis International School - Kerdasa,reserves.commutes.steadily,,30.009867,31.11572
Genuis International School - Kerdasa,trickster.worldwide.inert,,30.009825,31.115635
Gesr Al Suez - Al Qobba,bright.sinkhole.shaves,,30.095554,31.310822
Gesr Al Suez - Al Qobba,gilding.longingly.madder,,30.095737,31.310823
Gesr Al Suez - Taha Hussein,shed.taster.drumbeat,,30.13218,31.376968
Ghamra,bleach.playroom.stapled,,30.068094,31.264086
Ghamra,imperious.blotchy.players,,30.068172,31.263996
Ghamra Bridge,pinches.contrived.melon,,30.068024,31.264788
Ghamra Bridge,titles.elaborate.encodes,,30.068064,31.26467
Ghamra Bridge - End,charted.plugs.revived,,30.07322,31.267376
Ghamra Bridge - Start,captures.fired.sneezing,,30.073153,31.26721
Girls' College - Ain Shams University,prominent.rafters.rewarded,Girls' College 'Northbound',30.08095,31.327314
Girls' College - Ain Shams University,retailing.hopefully.fracture,Girls' College 'Southbound',30.081083,31.327084
Giza Bridge - End - Cairo University,exhale.continues.spurted,,30.017714,31.211979
Giza Bridge - End - Cairo University,report.funky.third,,30.017687,31.211834
Giza Courthouse Complex,equity.dribble.swanky,,30.010727,31.209091
Giza Courthouse Complex,sounding.reckons.purchaser,,30.010729,31.208992
Giza Governorate Authority,dressing.beak.finely,,30.008718,31.199814
Giza Governorate Authority,variation.synthetic.broth,,30.008799,31.19949
Giza Helwan Bus Station,finishers.sensitive.stitching,,30.015514,31.215265
Giza Metro Station,skies.remains.trade,,30.014168,31.206236
Giza Park - Bashtil,shirt.ridiculed.fully,,30.077002,31.193491
Giza Square,ballooned.client.rejects,,30.015612,31.212263
Giza Square,blessing.profiled.stocks,,30.016607,31.21213
Giza Square,expert.valued.against,,30.014404,31.209734
Giza Square,invented.boats.scrapping,,30.016932,31.213783
Giza Square,lessening.afternoon.cornfield,,30.015663,31.211855
Giza Square,magma.result.dupe,,30.0167,31.211948
Giza Square,proclaims.noise.shortens,,30.016989,31.213684
Giza Square,ranges.overjoyed.elbow,,30.015512,31.212114
Giza Square,upwardly.dimension.hexes,,30.015362,31.213758
Giza Square,wishing.fewest.midwinter,,30.015413,31.212458
Golf Square - 5th Settlement,blasted.quaking.prayers,,29.99893,31.405945
Greek Hospital,quantity.joyously.zoom,,30.066671,31.280775
Green Hills Club,access.retina.hushed,Green Hills Club Westbound,30.163464,31.634192
Green Hills Club,random.walked.simulations,Green Hills Club Eastbound,30.163193,31.634195
Habitat - Obour,massaged.librarian.imposes,,30.188974,31.465927
Habitat - Obour,sharpened.promotion.handyman,,30.189232,31.465961
Hadaba Wosta Bus Station,deploying.rats.thrashed,,30.009562,31.338305
Hadaba Wosta Bus Station,losing.handed.atoms,,30.010624,31.339434
Hadaba Wosta Bus Station,scored.gain.marching,,30.00973,31.339993
Hadabet Al Ahram,spenders.headline.defected,,29.971304,31.108694
Hadabet Al Ahram,usages.modern.crypt,,29.971317,31.108582
Hadayek Al Ahram Gate 3,quirky.regret.locked,,29.948486,31.095268
Hadayek Al Qobba Station,breezy.stirs.skirt,,30.087132,31.289618
Hadayek Al Qobba Station,catching.exotic.cheese,,30.087095,31.29037
Hadayek Al Qobba Youth Center,bind.yoga.regrowth,,30.08954,31.285679
Hadayek Al Qobba Youth Center,often.woods.scribbled,,30.089434,31.285616
Hadayek Al Qobba Youth Center,scrum.sunblock.aviation,,30.089594,31.285381
Hadayeq Al Qobba Police Station,oval.dives.lobbed,,30.092829,31.28806
Hadayeq Al Zaytoun School - Matareya St,than.lighters.mass,,30.109743,31.30392
Hadayeq Al Zaytoun School - Matareya St,winter.robes.novel,,30.109734,31.304007
Hadayeq Helwan Bus Station,costly.stiffly.training,,29.892954,31.298574
Hall 1 - Cairo Airport,rehearsal.according.perfect,,30.124722,31.40245
Hall 3 - Cairo Airport,cries.traps.tour,,30.12284,31.402615
Hall 4 - Cairo Airport,cowboys.woof.bypassed,,30.124031,31.397747
Haram Marioteya,menswear.electrode.sprouts,,29.989735,31.149443
Haram Marioteya,mingles.worlds.rocket,,29.98987,31.14934
Haram Marioteya,tiredness.fidgeted.quoted,,29.98991,31.149921
Haram Mashaal,hints.nuance.innovator,,29.987768,31.14377
Haram Mashaal,wriggle.innocence.bland,,29.987614,31.143818
Haram Mashaal - Al Mansoreya Road,bowls.baseballs.immune,,29.98681,31.141321
Haram Mashaal - Al Mansoreya Road,cured.king.project,,29.986696,31.141378
Haram Mashaal - Al Mansoreya Road,dabbing.puppy.daunted,,29.986578,31.141068
Haram Mashaal Bus Station,quoted.crop.examine,,29.987705,31.14034
Haram Mashaal Bus Station,ramps.icons.smaller,,29.987938,31.140657
Haram Talbeya Bus Station,beak.butter.limit,,30.001972,31.181414
Haram Talbeya Bus Station,reckoned.castle.revamping,,30.001793,31.181437
Haram Tunnel - Lebeny,chair.mourner.lied,,29.988,31.149021
Haram Tunnel - Lebeny,conspire.valued.survey,,29.987968,31.148926
Hareer St - Helwan,proud.nuance.golden,,29.841393,31.307898
Hareer St - Helwan,refuses.small.dressings,,29.841452,31.307997
Hawamdeyya Bus Station - Entrance,condition.legs.adults,,29.897238,31.270447
Hawamdeyya Bus Station - Entrance,winner.outwit.routs,,29.897247,31.270351
Health Affairs Department - Agouza,agreed.sizing.swordfish,,30.067818,31.193562
Health Affairs Department - Agouza,relatives.wooden.parked,,30.067879,31.193472
Health Insurance Hospital - Nasr City,point.unzipped.stable,,30.059467,31.326296
Health Insurance Hospital - Nasr City,vision.tickling.private,,30.05981,31.326027
Hearing and Speech Institute - Imbaba,mimic.salads.quaking,,30.081364,31.225246
Hearing and Speech Institute - Imbaba,warp.glare.slimmer,,30.081566,31.225447
Heliopolis Courthouse Complex,pats.foil.budding,,30.103706,31.328114
Heliopolis Courthouse Complex,persuade.relishes.contacts,,30.10415,31.328476
Heliopolis Hospital - Hegaz,forkful.entry.reap,,30.107437,31.336325
Heliopolis Hospital - Hegaz,hurray.belonging.stopwatch,,30.10716,31.336462
Heliopolis Sporting Club,blaze.shock.conveying,,30.090183,31.315754
Heliopolis Sporting Club,walking.grips.limbs,,30.089014,31.31745
Heliopolis Square,elephant.touchy.unstated,,30.108374,31.33812
Heliopolis Square,winds.codes.mysteries,,30.108145,31.33883
Helmeyet El Zaitoun Metro,hamsters.airliners.teaching,,30.11298,31.314135
Helmeyet El Zaitoun Metro,sake.admit.suggested,,30.113127,31.31419
Helwan Bus Station,ditching.natural.tensions,,29.85348,31.331663
Helwan Mental Health Hospital,lyricist.fires.petition,,29.836367,31.335947
Helwan Mental Health Hospital,pull.abruptly.headlight,,29.836317,31.335808
Helwan Metro Bus Station,concerned.speeded.doors,,29.848576,31.333967
Helwan Metro Bus Station,deflect.overpower.terribly,,29.851938,31.334253
Helwan Metro Bus Station,monkey.fearfully.rocket,,29.84972,31.33528
Helwan Post Office Bus Station,gone.argue.ignore,,29.84743,31.33273
Helwan Post Office Bus Station,response.lamenting.weaved,,29.846409,31.334066
Helwan Public Club Bus Station,uppermost.gifts.turntable,,29.842035,31.335573
Helwan University,besotted.bullion.former,,29.869402,31.320698
Helwan University,widget.flows.blotchy,,29.869045,31.320093
Herafyeen Bridge - End,artist.marshes.chess,,30.138872,31.397068
Herafyeen Bridge - Start,tortoises.driver.foreheads,,30.138765,31.3972
Higher Institute For Hotels & Tourism - Sheraton,community.lizards.talents,,30.102913,31.380362
Higher Institute For Hotels & Tourism - Sheraton,exhales.timing.nutty,,30.102798,31.38019
Higher Institute Of Marketing Commerce & Information Systems,fishery.darts.workshop,,30.066242,31.450056
Hilton Ramses - Abd Al Moneim Riad,suffer.saga.factoring,,30.04995,31.23111
Holding Co. For Water & Wastewater (HCWW),measures.alternate.slower,,30.080078,31.230715
Holding Co. For Water & Wastewater (HCWW),punctual.forgiven.lifetimes,,30.080034,31.23081
Hospital 57357 - Magra Al Oyoun,areas.pure.baths,,30.025192,31.238302
Housing & Utilities Directorate - Giza,dressing.communal.landlady,,30.000895,31.204584
Huckstep,onto.ecologist.belief,,30.159626,31.468779
Huckstep,singles.diver.javelin,,30.15971,31.46868
Huckstep Bridge - End,grin.applauded.punters,,30.14311,31.403936
Huckstep Bridge - Start,recital.whoever.stolen,,30.143217,31.403751
Hussein Sedqy Mosque - Maadi,energetic.bedrooms.lamplight,,29.959015,31.251232
Hyper - Sheikh Zayed,shuttered.smashes.streamers,Hyper One - Me7war 'Eastbound',30.03007,31.024
Ibn Al Hakam Square - Heliopolis,imprinted.haggling.retail,,30.109776,31.320295
Ibn Al Hakam Square - Heliopolis,noun.lucky.bystander,,30.11032,31.32029
Ibn Khaldoun School - Heliopolis,disprove.womb.brisk,,30.118225,31.32025
Ibrahim Abdel Raziq St - Ain Shams St,shirtless.smoking.martini,,30.126406,31.320024
Ibrahim Al Afifi Alley - Mansoureyya Rd,dissolves.trek.chimp,,29.974213,31.145119
Ibrahim Al Afifi Alley - Mansoureyya Rd,rather.shifts.drill,,29.974167,31.14489
Ibrahim Al Rifaie School - 1st Settlement,clouds.comedians.halt,,30.070099,31.45631
Ibrahim Anwar Mosque - Al Zaytoun,anode.mammoths.subject,,30.103159,31.300596
Ibrahim Anwar Mosque - Al Zaytoun,scuba.powers.magazines,,30.103012,31.300531
Ibrahim Bek Bus Station,desiring.repayment.takeover,,30.136824,31.263384
Ibrahim Bek Bus Station,ruffle.materials.expanded,,30.13686,31.263197
Ibrahim Bek Youth Center,guesswork.knitted.fictional,,30.133253,31.262106
Ibrahim Bek Youth Center,inherits.badge.starts,,30.13321,31.26229
Icon For Construction And Development,cookers.dusts.attitudes,ICON for Construction and Development 'Southbound',29.893797,31.315569
Icon For Construction And Development,qualifier.chill.valuables,ICON for Construction and Development 'Northbound',29.893703,31.31569
Ideal Standard - Nasr Road,liquid.fixture.name,,30.091213,31.372532
Ideal Standard - Nasr Road,specifies.jumped.wanting,,30.091053,31.372591
Ikea - CFC,musically.leaves.limit,,30.03103,31.403511
Imam Al Shafei Mosque - Basateen Rd,agreeing.timing.incurring,,30.012344,31.262177
Imam Mohamed St - Anwar Al Sadat St,coupler.blows.growl,,29.820017,31.376402
Imam Mohamed St - Anwar Al Sadat St,officers.outlawing.crab,,29.820087,31.376524
Imbaba,lifeboats.thick.agents,,30.07665,31.213968
Imbaba,ponies.unloading.traffic,,30.07833,31.217731
Imbaba,ranks.jolly.replenish,,30.076674,31.214165
Imbaba Bus Station,laugh.dabble.colder,,30.078262,31.21852
Imbaba Bus Station,prove.organist.groups,,30.078259,31.217115
Imbaba Bus Station,spreading.doubts.raves,,30.078299,31.218414
Imbaba Bus Station (East),committee.safari.healers,,30.077566,31.221828
Imbaba Bus Station (East),tenure.trappings.dots,,30.07766,31.22175
Imbaba Bus Station (North),pleasing.perplexed.worms,,30.081482,31.216576
Imbaba Bus Station (North),poets.octagonal.choppy,,30.081392,31.216545
Imbaba Bus Station (West),already.drum.grove,,30.07957,31.214594
Imbaba Bus Station (West),pythons.flipper.premiums,,30.079754,31.214539
Imbaba Fevers Hospital,bloom.tugging.starts,,30.083801,31.226295
Imbaba Fevers Hospital,flush.cheese.sagging,,30.083834,31.225988
Imbaba Police Station,store.remembers.trifle,,30.074944,31.222086
Industrial Technical Institute - Azhar,cars.void.unwraps,,30.056147,31.271927
International Garden,outlawing.premature.plump,,30.05171,31.338722
International Garden,robot.agency.panther,,30.051737,31.33893
Isaaf,chosen.squeezed.shock,,30.054693,31.238459
Isaaf,postings.square.recall,,30.054426,31.236492
Isaaf,squashes.infects.pixel,,30.053823,31.237951
Isbiko Bus Station,damp.tailwind.ripe,,30.181044,31.412497
Isko,president.promising.cowboys,,30.15113,31.277302
Islamic Studies Institute - Waili,absorbs.consults.user,,30.0563,31.279253
Islamic Studies Institute - Waili,economics.stir.gamer,,30.056223,31.279192
Ismailiya Desert Road - Belbeis Desert Road,flaked.scare.poetry,,30.150496,31.429932
Ismailiya Desert Road - Belbeis Desert Road,reference.toddler.feuds,,30.150192,31.429571
Jazirat Mohamed,positive.commented.fools,,30.112404,31.204418
Judges Club - Dokki,crossword.flattered.wharfs,,30.04289,31.219189
Judges Club - Dokki,secondly.physical.computers,,30.042915,31.219309
Juhayna Square,kinder.helpfully.curvy,Juhayna Square '9pm',30.008562,30.98152
KFC - Al Lebeny,save.trifling.wished,,29.987125,31.149534
KFC - Al Lebeny,sung.sensitive.shock,,29.987192,31.149612
KFC - Al Manial,screening.plots.nosedive,,30.028227,31.226633
KFC - Gameat Al Dowal St,display.closet.meatballs,,30.055166,31.203672
KFC - Gameat Al Dowal St,replaying.baths.token,,30.055372,31.203403
KFC - King Faisal St,bespoke.carry.loom,,30.002823,31.171217
KFC - King Faisal St,crunches.hostels.robots,,30.002678,31.171305
Kafr AL Shurafa,hires.farmland.soft,,30.143358,31.358383
Kafr AL Shurafa,salmon.fetching.magma,,30.143417,31.358494
Kafr Al Gabal Bus Station,fiction.recruiter.beam,,29.959738,31.145939
Kafr Hamza Mill,tasteful.nowadays.narrating,,30.220135,31.32774
Kafr Hamza Mosque,unzipped.gifts.tropic,,30.230738,31.332205
Kafr Tohormos Steps - Ring Road,hill.cackling.mocking,Kafr Tohormos steps 'Northbound',30.01822,31.166508
Kafr Tohormos Steps - Ring Road,stuffing.flocking.then,Kafr Tohormos steps 'Southbound',30.018257,31.166325
Kafr Tuhurmis,interview.resort.postings,,30.016424,31.174715
Kafr Tuhurmis,sidelined.pipeline.monorail,,30.016388,31.174578
Kahraba Club - Rod Al Farag,appealing.indicate.fillers,,30.084936,31.232613
Kahraba Club - Rod Al Farag,swimsuits.best.dormant,,30.08505,31.232473
Kempinski Hotel - Ring Road,bitters.shelving.plugged,,30.060923,31.417397
Kempinski Hotel - Ring Road,seasons.mini.derailed,,30.061008,31.41722
Kempinski Nile Hotel,loaning.hooks.certainly,,30.037794,31.229729
Kerdasa,magnitude.obstinate.darker,,30.0362,31.116488
Kerdasa Saft El Laban Rd- Mazoun Rd,universally.headliner.ladder,,30.032202,31.135979
Kerdasa Saft El Laban Rd- Mazoun Rd,yawned.swelling.gobblers,,30.032131,31.13604
Khair Zaman - Autostrad Zahraa Al Maadi,misfits.groomed.calculate,,29.961248,31.289583
Khalil Agha Military School,decimals.chairing.shackles,,30.059015,31.262371
Khalil Agha Military School,swan.motivates.nudge,,30.059074,31.262318
Khedr Al Touny - Al Tayaran,freedom.bottom.poorly,,30.075596,31.322016
Khedr Al Touny - Al Tayaran,lion.dress.plums,,30.075857,31.322136
Khedr Al Touny - Al Tayaran,skims.moderated.rummage,,30.07555,31.322445
Kheir Zaman - Ahmed Al Zomor,itself.suspended.wage,,30.047047,31.359509
Khofo Gate - Hadayek Al Ahram,belts.refutes.occupiers,,29.977423,31.112318
Khosous (Ring Road Exit),riskiest.montage.standard,,30.158407,31.301918
Khosous (Ring Road Exit),shins.princely.bandstand,,30.158318,31.302074
Kia Motors - Joseph Tito Street,purified.flag.overlook,,30.136324,31.392082
Kids Land - Mostafa Al Nahas,boils.varieties.bags,,30.057266,31.369188
Kids Land - Mostafa Al Nahas,title.notifying.unrealistic,,30.057037,31.369213
Kilo 4.5 Bus Station,escape.amber.jetliner,,30.078749,31.381498
Kilo 4.5 Bus Station,prove.tribal.impresses,,30.079618,31.381516
Kilo 4.5 Bus Station,warm.cabbies.congratulations,,30.079372,31.381193
Kilo 4.5 Bus Station,weary.guessing.lungs,,30.079681,31.381142
King Faisal St,rules.smiled.escape,,29.99018,31.13518
King Faisal St Bus Station,books.gangs.fiery,,29.99048,31.135342
Kit Kat District,large.garages.inspected,,30.071037,31.21763
Kit Kat District,taxpayers.lived.repair,,30.071089,31.217554
Kit Kat Square,empire.drilled.unloads,,30.065704,31.213562
Kit Kat Square,mirroring.alleges.intention,,30.065157,31.213634
Kit Kat Square,pits.smooth.crinkled,,30.066555,31.213938
Kobry Orabi,scarcely.drape.astounded,,30.12201,31.250238
Kobry Orabi,threaded.fence.blurts,,30.122084,31.250387
Koleyet Al Banat - Azhar University,chairing.hero.sentences,,30.056826,31.326448
Koleyet Al Banat - Azhar University,gangway.envoy.once,,30.052738,31.324799
Koleyet Al Banat - Azhar University,response.amends.somewhere,,30.053013,31.325016
Koleyet Al Banat - Azhar University,witty.typist.class,,30.056837,31.326649
Koleyet Al Banat Metro Station,behaving.efficient.slide,Koleyet Al Banat Metro Station 'southbound',30.08393,31.32863
Korba District,bells.typically.durations,,30.093632,31.324766
Korba District,deodorant.debt.chess,,30.09241,31.323362
Korba District,straddled.ignoring.chipper,,30.092583,31.323229
Koshary Abu Hanafy - Moqattam,commended.dating.cackling,,29.99965,31.331047
Koshary Abu Hanafy - Moqattam,tougher.comedy.best,,29.999624,31.330963
Koshary Al Tahrir - Nasr St,dozed.attaching.clinic,,29.975891,31.284729
Koshary Al Tahrir - Nasr St,raves.ranted.demotion,,29.976028,31.284718
Koshary Aladin - Shobra,vocally.treatable.ogre,,30.070969,31.247192
Koshary Hend - Masaken Al Wehda,organ.meanders.skyrocket,,30.128618,31.260704
Koshary Hend - Masaken Al Wehda,worksheet.inhabited.mammal,,30.12872,31.260933
Language Institute - Qobba,exotic.campers.slimming,,30.081501,31.299568
Language Institute - Qobba,questions.breached.tones,,30.081593,31.299667
Leather and Tanning Company - Autostrad,euphoric.costumed.exporters,,30.00009,31.27656
Leather and Tanning Company - Autostrad,regaining.dried.parent,,30.000038,31.276407
Lebanon Square (Medan Lebnan),melons.kilt.without,,30.059843,31.192621
Lebanon Square Bus Station,defenders.forever.little,,30.059175,31.189756
Libya St - Om Bayoumi,handyman.crib.matchbox,,30.134573,31.251005
Libya St - Om Bayoumi,hopefully.civil.overdrive,,30.134546,31.250698
Licensing Complex - Shubra,leathers.later.cheerily,,30.108032,31.257969
Licensing Complex - Shubra,soggy.trucked.tomb,,30.107973,31.25775
Lotfy Al Sayed St - Masr Wal Sudan St,muddy.reclined.toasters,,30.07459,31.272902
Lux School - Marg,ranked.innovator.spotted,,30.158333,31.328917
MCS Oil - Zahraa Al Maadi,anode.warbler.basically,,29.964432,31.3197
MCS Oil - Zahraa Al Maadi,caressed.skis.stop,,29.964256,31.319916
MIU - Obour,crumble.hologram.fuzz,MIU Obour Westbound,30.166313,31.491087
MIU - Obour,slumped.flinches.regard,MIU Obour Eastbound,30.166183,31.492315
Maadi Corniche Exit - Ring Road,fluid.long.hothouse,Maadi Corniche Exit 'Westbound',29.98974,31.227571
Maadi Corniche Exit - Ring Road,reveal.searcher.deal,Maadi Corniche Exit 'Eastbound',29.989618,31.22778
Maadi Metro Bus Station,clipboard.stag.pylons,,29.96018,31.257246
Maadi Metro Bus Station,pipeline.masses.risking,,29.961842,31.258198
Maadi Military Hospital,employers.regard.direction,,29.968164,31.239489
Maadi Military Hospital,lazy.outnumber.funded,,29.967838,31.239618
Maahad - 5th Settlement,froth.lame.rezoning,,29.993313,31.434494
Maahad - 5th Settlement,kinks.argue.unions,,29.993462,31.434761
Maasara - Autostrad,brain.swung.culling,,29.91316,31.298084
Maasara - Autostrad,defeat.affirming.curving,,29.913094,31.297924
Madbah - Magra Al Oyoun,formless.tailing.reliving,,30.020966,31.240217
Madbah - Magra Al Oyoun,shiny.radiating.annotated,,30.020893,31.240175
Madbah Steps - Ring Road,lushly.retire.dads,,30.149805,31.247515
Madbah Steps - Ring Road,promises.positives.belt,,30.149672,31.24295
Madinat Al Bo'oth Al Eslamyya,barrel.listed.interval,,30.052254,31.276974
Madinat Al Bo'oth Al Eslamyya,enveloped.mega.tunnel,,30.052202,31.277067
Madinat Al Talaba,appointed.september.respond,,30.06988,31.20258
Madinaty Exit - Cairo Fayed Desert Road,ranking.torso.retraced,,30.174118,31.554863
Mafareq - Hadayeq Helwan,butternut.surveyors.otter,,29.893034,31.301353
Mafariq - Megawra 1 15th of May,desks.mango.influencing,,29.854294,31.370296
Mafariq - Megawra 1 15th of May,gateway.mobile.financial,,29.854214,31.370213
Magd Al Islam Hospital,texted.motivates.eyebrows,Magd El Islam Hospital 'Westbound',30.103827,31.254578
Magda Square,clumped.turned.cabbies,Magda Square '3pm',29.975174,30.942778
Magra Al Oyoun - Salah Salem,radar.icicles.parsnips,Magra Al Euon Eastbound',30.018368,31.251667
Magra Al Oyoun - Salah Salem,rope.pegged.fulfilled,Magra Al Euon Westbound',30.018,31.251762
Mahmoudeya Housing - Moqattam,boasted.afterglow.reunion,,30.005571,31.336842
Makram Ebeid - Mostafa Al Nahas,enthused.grab.months,,30.055126,31.346281
Mall of Arabia,ringside.intent.petal,Mall of Arabia 'Northbound',30.002762,30.972473
Mamaleek,airfields.spurring.reverted,,30.009726,31.226
Manial Sheeha Elementary School,nail.trombone.trackers,,29.950745,31.243542
Manial Sheeha Elementary School,rang.tailors.throwaway,,29.9507,31.243439
Manial Sheeha Post Office,pack.shameless.liability,,29.959942,31.232166
Manial Sheeha Post Office,shrugging.flags.pure,,29.95997,31.232262
